text,sarcasm
"RT @AleradaNews: شاهد بالفيديو: رد #أردوغان على #حيدر_العبادي ""لست بمستوانا ولست بقدرنا .. وإننا نفعل مانريد"" https://t.co/2s3mWhnT1G",0
@QablQalel كاني شفته في سكن الجامعة قبل سنوات وأتوقع انه يدرس في معهد اللغة العربية في نفس الجامعة الله يوفقه يارب,0
#يوم_اللغه_العربيه#الجامعة_السعودية_الالكترونيةعندك واجبات ماث!!!!عندك واجب ومشغول وموقادرتحقق 100%...نحنا انحلها 0507797125,0
المزيد من الصور من حفل النجمة الذهبية #نوال_الزغبي بالريفيرا ببيروت #لبنان 😍 https://t.co/erDLdXdUCO,0
نصيحة لأتباع مرسي ، كفوا عن النواح والهجوم على كل مخالف ،، كنتم سببا في تحويله لديكتاتور بتاييدكم الاعمي له ، فلا تزيدوا من ك…,0
صندوق التلفاز YOKATV KB2 بنظام أندرويد 6 وجودة 4K - https://t.co/oyGkb4apiC#اندرويد #android https://t.co/jolp2m4RtF,0
درس العربي في الأرياف بيدعيلكوا #محمد_محسن ومستر ممدوح بييدعيلكوا برده :) :),0
@majed7aa مرحبا اخي. أنا آسف ولكن لم أتمكن من ترجمة ذلك سقسقة مع مترجم جوجل وأنا لا أعرف العربية.   @yemeni_mhenk,0
الجنايات تلغى قرار وضع الفريق #احمد_شفيق على قوائم ترقب الوصول . حمدلله على السلامة ياحج احمد عمرة مقبولة ان شاءالله #مصر المنكوبة,1
#مصر_لن_تركعربنا يعوض عليك يا سيسى فى واحدة من الدول اللى كانت بتدعمكالرز خﻻص بح يا سيسو,1
RT @Dotmsr: تسريبات ويكيليكس| هيلاري #كلنتون: #قطر تدعم #داعش وهذه خطة المواجهة لتفاصيل أكثر  https://t.co/iP2OnsIpui https://t.co/DwfAu93…,0
شفيق مين ده مش هيجيب أصوات عيلته وبعدين #فسسسسسسس,1
#اتفرج| بالصور.. وصول أبطال فيلم «يوم للستات» لحضور #مهرجان_القاهرة_السينمائيhttps://t.co/kaCk9CToMr,0
اطلقوا اسم رابعة العدوية على مدرسة بالمغرب وحديقة بتركيا والانقلاب يطمسها مع اشارتها ليخفوا اكبر مذبحة فى تاريخ مصر,0
لو كان الأمن هيحل فشل السياسة كان حل فشل مبارك وفشل طنطاوي فشل السياسة لا يحله إلا سياسة ناجحة وذكية وغير كده نزيف دم إن كنتم تعقلون,0
@almasryalyoum بنهدد السعودية بالتوجه لايران..متناسين ان هذا التوجه سيحول مصر لعراق جديدة كما سوريا واليمن..عند وصول ايران لديهم😱😱,0
قالتها #اليسا عااادي عادي انو عادي 😂😂👊🏻 https://t.co/okSlmzF1z9,1
أبل، أمازون وجوجل أكثر الشركات إثارة للإعجاب في العالم https://t.co/GytRrZK2om,0
افضل تحدي شفته ❤️❤️ 😍#MannequinChallenge  https://t.co/WmEdJOtaVr,0
المستشار  #يحيى_قدري يكشف خطوات الفريق #أحمد_شفيق  القادمة بعد العودة لمصر https://t.co/9nKHxavcZL,0
لقب برنس الاسبوع يذهب الي محمد يسري سلامة,0
جملة قالها السادات أنهت حربا كانت تعد لها إسرائيل   @AlArabiya ـ https://t.co/Jt6pxGjM9D https://t.co/7nnTCjfif0,0
RT @waqf_9_: من ثالث يوم رمضان والسفاره والوزاره مايدرون عنه https://t.co/CocJ7rg7qM #طالب_سعودي_مصاب_بامريكا_يحتاج_امر_علاج,0
مستثمرين ورجال أعمال من #فلسطين و #اليمن و #السعودية و #تركيا في معرض #العقار والاستثمار في #اسطنبول https://t.co/5Ce8soJgS7,0
"يا حكومة البطىء ""أرجوكم سرعوا (المارش) شوية #يوسف_الحسيني",0
حملة التطهير تدفع ضباطا أتراكا في #الناتو لطلب اللجوء - للتفاصيل اضغط الرابط https://t.co/XLMOWCbZo6 #الوطن_العربى https://t.co/AsHa7sLjP7,0
@naizaktv وصف الإعلام الغربي لسوريا2011 ثورة2012 حرب أهلية2013 بعد إعلان جبهة النصرة تبعيتها للقاعدة أصبح الوضع حرب على الإرهاب,0
6 خصائص ستحبها وتكرهها في هاتف أيفون 6 https://t.co/NSpKLVIn7H,0
#ايران.. اضراب لبناني عن الطعام في سجن ايفين.#لبنان #الشرق_الاوسط #حقوق_الانسان https://t.co/tJQWqNhhZb https://t.co/HBRaSDkWum,0
وزراء الخارجية روسيا وتركيا وإيران يجتمعون في #موسكو يوم غد لاستئناف المحادثات بشأن #حلب https://t.co/1bcX1vKFuq,0
شكرًا سعادة الملحق الثقافي في بريطانيا الدكتور فهد النعيم على الحضور والدعم الدائم،،,0
هي #سما_المصري تتحسب مع البني ادمين ولا ايه النظام ؟ -_- #ارف,1
#الاحتلال يقتحم حرم #جامعة_القدس ويحطم محتويات معرض طلابيhttps://t.co/QCrD0ETR9w,0
لماذا قمتم بتدمير هذا العتاد؟ لا يمكن لنا إخفائه. همممممممن تمكن من السيطرة على ريف حلبعجز عن إخفاء كابينة فولغا! #جاوب_كسطل#هندي_أسمر,0
"صحيفة الفجر/ بيان رسمى""#وايت_نايتس"" تهاجم ""#مرتضى"" : جعلت #الزمالك عزبة لفساد - عبر تطبيق نبض",0
خاطره: هي امرأة تنعش فيك قابلية الانتظارلمزيد من العشق ومزيد من الود والحنان..هي امرأة تروي صحراء قلبك لتصبح روابي وواحات خضراء#عرب #فلسطين,0
RT @KSA_620: #بانكي_مون يستأسد للدفاع عن الحوثي باليمن، ويخنَس أمام أبشع جرائم الإبادة في #سوريا!لن نعود أعزّه إلا بإيقاف مسلسل التنازلات.…,0
https://t.co/kbo17CiEgYميريام فارس💕 غافي💕 وتصبحون على خير https://t.co/MZCZQvfm4D,0
كود رحلة مجانية ل اوبر بقيمة ٣٠ ريالgfm58vpmue#اوبر #UBER,0
في #يوم_المرأة_العالمي نتذكر ليلى خالد ، فلسطينية مناضلة ضد الإحتلال الإسرائيلي وأول إمرأة تقوم بخطف أكثر من طائرة …,0
شاهد: خبير قانوني يشرح الخطة الفرنسية لرمي بشار الأسد خلف قضبان محكمة الجنائية الدولية-تفاصيل https://t.co/xQZqX8CcQS,0
تتوفر رواية شبابيك في بلاد حزينة في #معرض_جدة_الدولي_للكتاب جناح مؤسسة الانتشار العربي (لبنان - جناح ٥٤٠) https://t.co/y02S4pf3LI,0
@CyberRakan @jawadoh_23 @lLDON10  حقت Niko من امازون وثاني شي شوف نظام بلايستيشن يازينه مو الاكسبوكس تقعيد ،، الاكسبوكس حصريات بسس,0
الاف من أهالي نينوى سيشاركون في تحرير الموصل من داعش  ولاية #كركوك  https://t.co/aWmdpOXcJy ;,0
سيذكر التاريخ أن الرئيس #محمد_مرسي قاد ودعم #رواد_المساجد وأن #العرص قاد ودعم #رواد_الديسكو و #الخنازير_خائنين,1
RT @BassamJaara: ترامب : ايران تدعم الاسد بالاموال التي افرج عنها اوباما,0
مواليد برج #الأسد تعجبك صداقتهم كثيراً,0
إبتسامتك سماء من الفرح ،، تخلق في قلبي ألف نبضه من السعادة ♡♥ الله يديم هاﻹبتسامه الحلوه على هالوجه الحلوو 😘😘… https://t.co/wEg2ScJ1oP,0
"النوم لا يجافيني . جميع افكار وتخيلات "" هاري بوتر "" تقبع الآن في دماغي !!",0
ذمار : عدد من مدارس المحافظة تحتفي بذكرى المولد النبوي الشريف - #الزوايا_نتhttps://t.co/KqjV4aah34,0
"الانقلاب يجمع عددا من الفاسدين ليقدمهم لاشتون على انهم المفاوضون من جماعة الاخوان, فضائحهم لم ولن تنتهى",1
اخترنا لكم ::: انفصال أنجلينا جولي عن زوجها يسحق الجنس في غوغل https://t.co/xw1O7PB38B,0
#روسيا_تقضي_على_حلب المجرم بوتن وحلفائه استماتوا بالباطل استخدموا كل مايملكون اموال الة عسكرية نفط وغاز و فيتو لابادة اهلنا.. ماذا فعلنانحن,1
https://t.co/X6fpxzUSo1 أفضل تطبيق من نوعه لشحن الرصيد والمزيد من الخدمات! #مهرجان_القاهره_السينمايي https://t.co/v6Upucyf8q,0
بوابة #اليمن الاخبارية | تعز اشتباكات هي الاعنف بالاسلحه المتوسطه والمدفعيه في مديرية الصلو .اللهم احفظ الابرياء والمواطنين.,0
انا #مسلم وبفتخر,0
أردوغان يقنع شاباً بعدم محاولة الإنتحار من فوق جسر ويوجه بحل مشاكله وتقديم العون له.  - https://t.co/R7btSeE2qq https://t.co/uPTV8JgjSy,0
احد الاطفال النازحين السوريين في شمال العراق، رغم العناء والهم ترى الامل في وجهه البريء ..  ازاح الله عنهم وعنكم... https://t.co/rWM2HWKJO9,0
جستن بيييبر؟؟؟؟؟؟ اهاااااااااا اوكي https://t.co/OFRQyLn4wi,0
عقيلة صالح يشكل لجنة من عمد ومشايخ وحكماء برقة لتتجه الى مدينة #سبها بشكل عاجل للمساهمة بفض النزاع المسلح في المدينة. #ليبيا #المرصد,0
RT @AlAhly: عبد الله السعيد : أفتقد #رمضان_صبحي في #الأهليhttps://t.co/7XaeNBGuaL https://t.co/dAF7IfyAco,0
اليمين المتطرف خسر ف النمسا يلا :D @ebrahimo_,0
المادة العاشرة فى الدستور المصري ان الأهلى يتحسبله ضربات جزاء ظلم .. احنا لازم نحترم الدستور برضوه 😂😂 #عمرو_اديب,1
@hjajeh57 دفعة أولى !!ماذا فعل الجند في الأحرار!!ماذا يحصل في الساحة!!هل الورع البارد هو السببكما أثخنت فيهم داعش من قبل لنفس السبب؟!,0
المبعوث الصيني الى #سوريا من بيت الوسط: لضرب المنظمات الإرهاب ... : https://t.co/HZkCbh6cQi - #الحريري #سوريا https://t.co/JsOELn2W0P,0
@HAMED25771 يمكن راح #لبنان يحضرحفل زفاف الدعاههذاإذالم يكن عسيري أحدالعرسانأماقصف #اليمن أعتبرهاألعاب ناريه فرح #زواج_١٦داعية_من_روسيات,1
ومع ذلك سقطت بالأمس وإلى الأبد مقولة أن التيارات الديمقراطية لا شعبية لها وأن للإخوان ولحلفائهم احتكار الارادة الشعبية وتوكيل الصناديق,0
#اليمنية| قيادي عسكري بـ #تعز: #الحوثيون يواصلون القصف المدفعي على الأحياء السكنيةhttps://t.co/vQltBMfZid#التحالف_العربي_سند_اليمن,0
برشلونة رفض التخلي عن توران مقابل مبلغ كبير من الصين https://t.co/rWDBFvyQ2z https://t.co/1ctMiiB0Et,0
#بتوقيت_دمشق #حمصوحدات من #الجيش_السوري  يستهدف مقراً للمجموعات المسلحة في محيط مدينة #الرستن,0
بس حضرت الحلقة تمنيت اكون ربيع معذور من جمال نادين مش عارف يركز 😂😂 @nadinenjeim  #نادين_نسيب_نجيم,0
مناسبة المولد النبوي الشريف برعاية:الشيخ أحمد بن علي بن سالمين النقبي https://t.co/JzOw2PSjie,0
المغامر المجنون غراهام ديكنسون والمصور داريو يقومان بقفزة مدهشة بإستخدام زي الجناح أو السنجاب الطائر في منطقة شامون… https://t.co/G0n1P5SQSL,0
_ #_ #اكتوبر #الاخوان_جماعة_ارهابية خرائر الاخوان,1
ع سبيل النكد #باسم مش جاى النهاردة :(,0
ميريام فارس تحيي حفلا غنائيا في دبي 6 ديسمبر https://t.co/LRARDsTFoP https://t.co/9PFzzXaBLz,0
