text,question,answer
وقف غوتييريز ميادو، وهو نائب الرئيس وعسكري برتبة جنرال، وتوجه إلى الانقلابي تيخيرو وأمره بالاستقامة وتسليم سلاحه، وحدثت مناوشة قصيرة أطلق بعدها تيخيرو رصاصة واحدة في السقف تبعها وابل من رصاص رشاشات رفاقه.,ما الذي أمر به ميادو تيخيرو بعد مواجهته؟,بتسليم سلاحه.
"عالمياً للزياني شهرة واسع، فاختيرت من قبل مجلة فوربس من ضمن أقوى 50 سيدة في الشرق الأوسط لعام 2005 . كما كانت ضمن الـ 100 شخصية الأكثر قوّة في الوطن العربي لعام 2007، من قبل مجلة أرابيان بزنس"".",ماذا يُمثّل للزياني عالميًا؟,شهرة واسعة
جورج كينغ (6 أبريل 1857 - 29 يونيو 1944) هو لاعب كريكت بريطاني (وحمل سابقاً جنسية المملكة المتحدة لبريطانيا العظمى وأيرلندا).,ما هو الرياضة التي كان يلعبها جورج كينغ؟,كريكت
ألفريد فون تيربيتز كان أميرلًا ألمانيًّا ووزير الدولة لشؤون البحرية للإمبراطورية الألمانية، وقد كان الإداري القوي للبحرية الإمبراطورية الألمانية من عام 1897 حتى 1916.,متى بدأ ألفريد فون تيربيتز العمل كإداري للبحرية؟,عام 1897
لعب مع ديترويت بيستونز من سنة 1978 إلى 1986، ثم لعب مع إنديانا بايسرز من سنة 1986 إلى 1989، ثم لعب مع ديترويت بيستونز في سنة 1989، ثم لعب مع أتلانتا هوكس في موسم 1989–1990، ثم لعب مع ديترويت بيستونز في سنة 1991، ثم لعب مع تورونتو رابتورز في موسم 1996–1997.,كم مرة لعب مع ديترويت بيستونز؟,ثلاث مرات
«قد يأتى العمل الفنى نتيجة لمحة سريعة أو نظرة متأملة متعمقة. وأعرض اليوم أعمالا مختلفة الزمان ولكنها تحت هذا الملموح على عجالة أو المتأمل بعمق. وتأتى الأعمال تحت عنوان (مشاعر) أو (أحاسيس) والتي تختلف في شدتها الانفعالية وفي المواضيع التي تتضمنها والتي لها علاقة بالحياة التي نحياها على أرض الواقع. ويلاحظ الجمهور الكريم ابحارى بين عدة اساليب فنية وهذا يرجع لأسباب منها اختلاف الموضوع مما يدفع لأسلوب يبرز الفكرة التي يدافع عنها العمل الفنى. أو قد يكون السبب اختلاف الزمان والمكان بما يؤثر على المعايشة مع الواقع المعبر عنه. أو يكون السبب اختلاف الإحساس النفسى بما يشاهد ويوضع على المسطح (اللوحة الفنية).»,ما يمكن أن يشاهده الجمهور في اللوحة الفنية؟,عدة أحاسيس ومشاعر متفاوتة.
ولد الجودر في 26 أبريل 1964. حصل على بكالوريوس الهندسة المدنية من جامعة البحرين عام 1986 ثم الماجستير في الإدارة الهندسية من جامعة جورج واشنطن في عام 1994 ثم حصل على شهادة دولية متقدمة في إدارة نظم المعلومات من معهد أبتك بالمنامة عام 1996.,من أين حصل الجودر على شهادة دولية متقدمة في إدارة نظم المعلومات؟,معهد أبتك بالمنامة
كان الفيزيائي الهولندي هايكي كاميرلينج أونز أول من رصد سلوك الهيليوم الغريب سنة 1911، ثم حصل على جائزة نوبل في الفيزياء سنة 1913، وهو رائد التبريد الذي كان أول من ساهم في تسييل الهيليوم. اكتشف أونز هذا الهيليوم (تقنيًّا هو النظير هيليوم 4) عندما قام بتخفيض الحرارة إلى أقل من 270.92- درجة مئوية، تعرف هذه الدرجة أيضًا باسم نقطة لامدا. لم يجدّ جديد حتى عام 1938 حين قام الفيزيائي الروسي بيوتر كابتسا، وكذلك بشكل مستقل قام الثنائي البريطاني جون ألين ودون ميسينر بقياس معدل تدفق الهيليوم تحت درجة الحرارة الحرجة خلال زوج من الأقراص الزجاجية المتصلة تواليًا بمكبس وأنبوب زجاجي طويل ونحيف. كانت اللزوجة منخفضة لدرجة أن كابتسا، الذي فاز بجائزة نوبل نتيجة هذا العمل، ابتدع مصطلح «السائل الفائق-superfluid» لوصف هذا السائل على غرار «الموصل الفائق-superconductor»، وهو مصطلح يُعبّرعن توصيل تيارات كهربائية عالية دون مقاومة تذكر.,ما اسم الظاهرة التي وصفها كابتسا عند قياس معدل تدفق الهيليوم؟,السائل الفائق
عمل جبار ياسين على ترجمة الشعر من العربية إلى الفرنسية، وصدر له ما يزيد عن 15 كتابًا تُرجم بعضها إلى عدة لغات أجنبية من بينها الإنجليزية، والفرنسية، والإسبانية، والإيطالية، كما نُشرت مقالاته بالعديد من الصحف والمجلات والمواقع العربية والعالمية مثل مجلة الدوحة القطرية، وغيرها.,ما هي اختصاصية أعمال جبار ياسين؟,ترجمة الشعر
ويلهلم فون هينك هو كاتب وطبيب وأستاذ جامعي ألماني، ولد في 1834 في ينا في ألمانيا، وتوفي في 1896 في توبينغن في ألمانيا.,أين ولد وتوفي ويلهلم فون هينك؟,ولد في ينا وتوفي في توبينغن
الجَعفَرِين أو (نقحرة: أجوفرين) هي بلدية ومدينة في منطقة الحكم الذاتي قشتالة والمنشف وتقع في مقاطعة طليطلة في وسط إسبانيا. تبلغ مساحة هذه المدينة 35 (كم²)، ويبلغ عدد سكانها 2328 نسمة حسب إحصاء المعهد الوطني الإسباني سنة 2008 م.,ما هي مساحة الجَعفَرِين؟,35 كم²
وعليه، فقد الزم القرار التحكيمي، وفق ملخّض المحطة، «شركات الوليد بتسديد نحو 19.500.000 دولار أميركي لمصلحتها، هذا إضافة إلى الفوائد ونفقات التحكيم والمحاماة بنحو 2.600.000 دولار اميركي».,بالإضافة إلى المبلغ الرئيسي ماهي التكاليف الأخرى المذكورة في القرار؟,2.600.000 دولار أميركي للفوائد والنفقات التحكيمية.
تتميز أزياء التكشيطة بنوعية الأقمشة الفاخرة التي تستخدم في صناعتها، وألوانها الجريئة والمتناغمة، إضافة إلى التطريز بشكل كثيف أحيانا، والتصميم الذي يراعي عنصر الاحتشام والرونق، من دون أن يؤثر في الجمال العام للزي، بل قد يضفي في كثير من الأحيان نوعا من الوقار والتألق.,ما هي سمات أزياء التكشيطة؟,فاخرة وجريئة ومتناغمة ومحتشمة.
